,all,cluster_tokens,cluster_No,Clu_name
10,"['вирус', 'sars', 'ученый', 'мышь', 'исследование', 'cov', 'летучий', 'вакцина', 'китайский', 'лаборатория', 'ухань', 'исследователь', 'институт', 'испытание', 'уханьский', 'год', 'статья', 'патоген', 'научный', 'эксперимент', 'новый', 'китай', 'антитело', 'вирусология', 'происхождение', 'образец', 'биологический', 'автор', 'гусиный', 'клетка', 'ген', 'известие', 'mers', 'создавать', 'ноябрь', 'вспышка', 'центр', 'атипичный', 'геном', 'группа', 'nature', 'жанр', 'влажность', 'вызывать', 'сходство', 'панголин', 'генетический', 'монголия', 'хуйнуть', 'хантавирус']","['почка', 'ген', 'слой', 'кровь', 'вышка', 'поверхность', 'спектр', 'sars', 'белок', 'бактерия', 'вирус', 'ткань', 'витамин', 'тип', 'клетка', 'жидкость', 'мозг', 'чихание', 'воздух', 'тело', 'животное', 'патоген', 'растение', 'рецептор', 'размножаться', 'передаваться', 'бодрствование', 'поражать', 'проникновение', 'доза', 'тромбообразование', 'капля', 'противовирусный', 'иммунитет', 'мышь', 'атмосфера', 'малярийный', 'отход', 'cov', 'микроорганизм', 'организм', 'кошка', 'mers', 'головной', 'гликопротеин', 'альвеола', 'ротовой', 'антитело', 'геном', 'плазмодий', 'вирусный', 'расширяться', 'влажность', 'деление', 'мембрана', 'летучий', 'панголин', 'респираторный', 'обладать', 'коронка', 'полость', 'ncov', 'оболочка', 'проникать', 'клеточный', 'мутировать', 'иммунный', 'легочный', 'сходство', 'генетический', 'вес', 'везикл', 'эритроцит', 'передача', 'частота', 'энергия', 'антибиотик', 'комбинация', 'загадка', 'бактериальный', 'паразит', 'рнк', 'частица']",13,COVID chemistry
11,"['храм', 'святой', 'церковь', 'православный', 'богослужение', 'флудилка', 'читать', 'икона', 'рпц', 'божий', 'господь', 'молитва', 'бог', 'подробно', 'месса', 'происшествие', 'священник', 'духовный', 'вера', 'молиться', 'ежедневный', 'монастырь', 'интернет', 'патриарх', 'мария', 'общество', 'верующий', 'богородица', 'религия', 'прихожанин', 'приход', 'блядь', 'coronavirus', 'христос', 'московский', 'газета', 'митрополит', 'пресвятой', 'сын', 'чума', 'причастие', 'дева', 'ковидиот', 'земля', 'собор', 'поп', 'раб', 'веровать', 'russian', 'помойка']","['господь', 'пасхальный', 'митрополит', 'пресвятой', 'памятник', 'божий', 'церковь', 'святой', 'месса', 'собор', 'мечеть', 'причастие', 'огонь', 'храм', 'верующий', 'праздник', 'полк', 'священник', 'мусульманин', 'летие', 'честь', 'православный', 'вечерний', 'рпц', 'приход', 'лавра', 'пятничный', 'богородица', 'кулич', 'грех', 'байрам', 'патриарх', 'христос', 'ураза', 'грозный', 'монастырь', 'воскресный', 'молиться', 'торжественный', 'прихожанин', 'прощание', 'салют', 'дева', 'икона', 'богослужение', 'траур', 'мекка', 'благодатный', 'поздравлять', 'поп', 'собрание', 'дар', 'пасха', 'бессмертный', 'духовный', 'шествие', 'годовщина', 'праздничный', 'ислам', 'молитва', 'вербный', 'воскресение', 'веровать']",10,Religion
12,"['мочь', 'говорить', 'дело', 'понимать', 'очень', 'время', 'мир', 'жизнь', 'происходить', 'становиться', 'знать', 'вопрос', 'делать', 'ситуация', 'власть', 'видеть', 'проблема', 'паника', 'помогать', 'давать', 'вообще', 'начинать', 'поэтому', 'эпидемия', 'хотеть', 'тема', 'оказываться', 'например', 'иметь', 'отношение', 'пандемия', 'сделать', 'кстати', 'пример', 'действительно', 'страх', 'смысл', 'сказать', 'повод', 'реальность', 'ответ', 'казаться', 'целый', 'значит', 'новый', 'точка', 'точно', 'идея', 'взгляд', 'вирус']","['исчезать', 'наблюдать', 'обычный', 'делать', 'выживать', 'желать', 'быстро', 'решать', 'научаться', 'лично', 'сказать', 'интересно', 'далеко', 'момент', 'выглядеть', 'правильно', 'бывать', 'надеяться', 'страх', 'серьезно', 'заставлять', 'видеть', 'невозможно', 'доходить', 'идти', 'пропадать', 'давно', 'завтра', 'думать', 'ждать', 'вообще', 'понимать', 'шутка', 'точно', 'поэтому', 'придумывать', 'рано', 'понятно', 'внезапно', 'близкий', 'вещь', 'гробить', 'где-то', 'просто', 'сразу', 'недовольный', 'ясно', 'подумать', 'простой', 'сегодня', 'сколько', 'итог', 'стоять', 'забывать', 'фигня', 'тупой', 'виноватый', 'привычный', 'начинать', 'тревога', 'смочь', 'голодный', 'ощущение', 'значить', 'происходить', 'сожаление', 'умный', 'чувствовать', 'пора', 'подходить', 'переживать', 'похоже', 'бояться', 'смысл', 'снова', 'реальность', 'убивать', 'уставать', 'нормальный', 'хороший', 'приходиться', 'наоборот', 'черт', 'чуть-чуть', 'окончательно', 'паника', 'глаз', 'скоро', 'смешной', 'уверенный', 'сначала', 'россиянин', 'рука', 'че', 'вовремя', 'абсолютно', 'стоить', 'беда', 'куча', 'ошибаться', 'очень', 'кстати', 'нужно', 'маленький', 'опасно', 'настроение', 'поменять', 'голод', 'продолжать', 'нужный', 'белорус', 'сильно', 'время', 'пытаться', 'пиздец', 'дело', 'редко', 'возможно', 'хозяин', 'паниковать', 'откуда', 'главное', 'смотреть', 'зараза', 'страшно', 'хотеть', 'везде', 'плюс', 'плохо', 'получаться', 'посмотреть', 'голова', 'верить', 'удаваться', 'плохой', 'страшный', 'прежний', 'долго', 'насколько', 'говорить', 'жопа', 'осознавать', 'блять', 'итальянец', 'корона', 'заложник', 'хотеться', 'давать', 'сука', 'целый', 'становиться', 'увидеть', 'ум', 'значит', 'логика', 'назад', 'слушать', 'часто', 'природа', 'держаться', 'мочь', 'пойти', 'постепенно', 'мало', 'правда', 'настолько', 'замечать', 'планета', 'почему', 'знать', 'народ', 'жизнь', 'китаец', 'казаться', 'мир', 'короче', 'равный', 'гораздо', 'действительно', 'немного', 'особенно', 'параллельный', 'надоедать']",9,"Sensations: fear, panic, etc."
13,"['ребенок', 'фильм', 'видео', 'музей', 'друг', 'книга', 'развлечение', 'семья', 'песня', 'школа', 'онлайн', 'музыка', 'смотреть', 'слушать', 'театр', 'женщина', 'урок', 'инстаграм', 'сериал', 'день', 'родитель', 'читать', 'мальчик', 'английский', 'время', 'настроение', 'секс', 'кино', 'тренировка', 'наслаждаться', 'думать', 'яндекс', 'серый', 'дом', 'хотеть', 'утро', 'задание', 'канал', 'работа', 'заниматься', 'валентин', 'елизавета', 'выставка', 'видеоролик', 'односельчанин', 'дома', 'ужин', 'валя', 'контент', 'флешмоб']","['привет', 'доделывать', 'водитель', 'попросить', 'посещать', 'отправлять', 'родитель', 'дома', 'сходить', 'мальчик', 'заходить', 'отдыхать', 'старый', 'летний', 'приезжать', 'приказывать', 'семья', 'позвонить', 'таксист', 'поехать', 'ребенок', 'пускать', 'ходить', 'сжигать', 'ребята', 'ночь', 'изнасиловать', 'бабка', 'собираться', 'вечер', 'пожаловаться', 'отец', 'коллега', 'знакомый', 'спасибо', 'сын', 'трудиться', 'оставлять', 'вместе', 'отправляться', 'отпускать', 'узнавать', 'квартира', 'женщина', 'дорогой', 'муж', 'жена', 'близкие', 'возвращаться', 'позаботиться', 'ехать', 'прийти', 'благодарить', 'дочь', 'общение', 'инвалид', 'сестра', 'выходить', 'петербуржец', 'надевать', 'забирать', 'прилетать', 'гулять', 'ветеран', 'родной', 'мать', 'самоизолироваться', 'мент', 'сидеть', 'записывать', 'ездить', 'проживать', 'родственник', 'мыть', 'друг', 'гость', 'волонтер', 'приходить', 'встречать', 'трогать', 'рад', 'повезти', 'парень', 'звонить', 'одинокий', 'жить', 'беречь', 'просить', 'дождаться', 'папа', 'спрашивать', 'дом', 'звать', 'полицай', 'работать', 'сдавать', 'уходить', 'младший', 'утро', 'девушка', 'советовать', 'посоветовать', 'побывать', 'пенсионер', 'домой', 'мама', 'таджик', 'вернуться']",4,Socialization
14,"['путин', 'россия', 'тупой', 'советский', 'коммунарка', 'песков', 'april', 'лещенко', 'пиндос', 'американка', 'русский', 'пиндостан', 'проценко', 'пожаловаться', 'врач', 'фейк', 'кремль', 'апр', 'путинский', 'тварь', 'главврач', 'брайтон', 'комментарий', 'футболист', 'кремлевский', 'лев', 'спасибо', 'дмитрий', 'денис', 'твиттер', 'поганый', 'дегенерат', 'bank', 'рф', 'конфиденциальность', 'сволочь', 'code', 'swift', 'bic', 'миллион', 'владимир', 'президент', 'канал', 'рукамосква', 'готовый', 'мордор', 'преступленияроссия', 'russia', 'важный', 'блять']","['земля', 'религия', 'дракон', 'иждивенец', 'мертвый', 'сволочь', 'черный', 'побеждать', 'советский', 'горбачев', 'режиссер', 'бес', 'добрый', 'любить', 'вселенная', 'чушь', 'звезда', 'тварь', 'нападывать', 'бог', 'херня', 'аборт', 'герой', 'майдан', 'король', 'цивилизация', 'печенег', 'бык', 'поминать', 'анекдот', 'мошиах', 'эра', 'анархист', 'пророчество', 'поганый', 'хабад', 'сущность', 'исторический', 'цирк', 'космос', 'слепец', 'кашпировский', 'вспомнить', 'голос', 'вера', 'стыдно', 'душа', 'существо', 'апокалипсис', 'знак', 'половец', 'ленинград', 'крутой', 'бункер', 'свет', 'стоик', 'град', 'война', 'холера', 'враг', 'социализм', 'ох', 'вор', 'светлый', 'обнулиться', 'предатель', 'спутник', 'рождаться', 'недостойный', 'ад', 'прекрасный', 'век', 'победитель', 'история', 'юмор', 'кубинец', 'голландец', 'ковидиот', 'раб', 'саранча', 'фильм', 'концлагерь', 'каста', 'оскорбление', 'персонаж', 'человечество', 'зло', 'великий', 'барин', 'бессильный', 'темный', 'запашный', 'токо', 'флаг', 'язык', 'эпоха', 'песня', 'плакат', 'художник', 'дегенерат', 'ныне', 'всадник', 'хоррор', 'трусливый', 'интеллигенция', 'чудо', 'еврей', 'древний', 'меркурий', 'любовь', 'зверь', 'обыденность', 'ссср', 'чума', 'плодить', 'уважение', 'жанр', 'товарищ', 'слеза', 'русский', 'клоун', 'тунберг', 'быдло', 'настя', 'маразм', 'рай', 'революция']",12,World Past & Future
15,"['год', 'мир', 'земля', 'мировой', 'планета', 'война', 'век', 'природа', 'человечество', 'глобальный', 'жизнь', 'холера', 'общество', 'энергия', 'уничтожать', 'развитие', 'чума', 'новый', 'цифровой', 'космический', 'человеческий', 'наука', 'коронка', 'цивилизация', 'существо', 'сон', 'технология', 'ссср', 'становиться', 'население', 'сорос', 'конец', 'жизненный', 'духовный', 'оспа', 'атмосфера', 'гейтс', 'параллельный', 'событие', 'народ', 'пророчество', 'пандемия', 'уровень', 'вид', 'вселенная', 'стоик', 'избранный', 'создавать', 'эра', 'рай']","['исчезать', 'наблюдать', 'обычный', 'делать', 'выживать', 'желать', 'быстро', 'решать', 'научаться', 'лично', 'сказать', 'интересно', 'далеко', 'момент', 'выглядеть', 'правильно', 'бывать', 'надеяться', 'страх', 'серьезно', 'заставлять', 'видеть', 'невозможно', 'доходить', 'идти', 'пропадать', 'давно', 'завтра', 'думать', 'ждать', 'вообще', 'понимать', 'шутка', 'точно', 'поэтому', 'придумывать', 'рано', 'понятно', 'внезапно', 'близкий', 'вещь', 'гробить', 'где-то', 'просто', 'сразу', 'недовольный', 'ясно', 'подумать', 'простой', 'сегодня', 'сколько', 'итог', 'стоять', 'забывать', 'фигня', 'тупой', 'виноватый', 'привычный', 'начинать', 'тревога', 'смочь', 'голодный', 'ощущение', 'значить', 'происходить', 'сожаление', 'умный', 'чувствовать', 'пора', 'подходить', 'переживать', 'похоже', 'бояться', 'смысл', 'снова', 'реальность', 'убивать', 'уставать', 'нормальный', 'хороший', 'приходиться', 'наоборот', 'черт', 'чуть-чуть', 'окончательно', 'паника', 'глаз', 'скоро', 'смешной', 'уверенный', 'сначала', 'россиянин', 'рука', 'че', 'вовремя', 'абсолютно', 'стоить', 'беда', 'куча', 'ошибаться', 'очень', 'кстати', 'нужно', 'маленький', 'опасно', 'настроение', 'поменять', 'голод', 'продолжать', 'нужный', 'белорус', 'сильно', 'время', 'пытаться', 'пиздец', 'дело', 'редко', 'возможно', 'хозяин', 'паниковать', 'откуда', 'главное', 'смотреть', 'зараза', 'страшно', 'хотеть', 'везде', 'плюс', 'плохо', 'получаться', 'посмотреть', 'голова', 'верить', 'удаваться', 'плохой', 'страшный', 'прежний', 'долго', 'насколько', 'говорить', 'жопа', 'осознавать', 'блять', 'итальянец', 'корона', 'заложник', 'хотеться', 'давать', 'сука', 'целый', 'становиться', 'увидеть', 'ум', 'значит', 'логика', 'назад', 'слушать', 'часто', 'природа', 'держаться', 'мочь', 'пойти', 'постепенно', 'мало', 'правда', 'настолько', 'замечать', 'планета', 'почему', 'знать', 'народ', 'жизнь', 'китаец', 'казаться', 'мир', 'короче', 'равный', 'гораздо', 'действительно', 'немного', 'особенно', 'параллельный', 'надоедать']",9,"Sensations: fear, panic, etc."
16,"['маска', 'рука', 'перчатка', 'носить', 'поверхность', 'респиратор', 'нос', 'аптека', 'лицо', 'медицинский', 'королевство', 'магазин', 'одноразовый', 'защита', 'эр-рияд', 'дистанция', 'защитный', 'вода', 'воздух', 'антисептик', 'шаабан', 'метр', 'помещение', 'рот', 'трогать', 'мыть', 'ношение', 'мыло', 'час', 'дезинфекция', 'соблюдать', 'дезинфицирующий', 'резидент', 'шить', 'хиджра', 'капля', 'использовать', 'король', 'средство', 'раствор', 'правило', 'психолог', 'фильтр', 'салфетка', 'чихание', 'марля', 'вирус', 'мытье', 'санитайзер', 'перекись']","['продавец', 'доставка', 'трехслойный', 'защитный', 'питание', 'многоразовый', 'продавать', 'спортмастер', 'оборудование', 'раствор', 'раздавать', 'респиратор', 'дезинфицировать', 'медоборудование', 'средство', 'продажа', 'сизый', 'мытье', 'бумага', 'закупка', 'комбинезон', 'операционный', 'обрабатывать', 'покупатель', 'костюм', 'раздача', 'производитель', 'груз', 'салфетка', 'покупать', 'санитайзер', 'аппарат', 'антисептик', 'закупать', 'еда', 'прозрачный', 'спирт', 'экспресс', 'товар', 'заказ', 'продуктовый', 'техника', 'продукт', 'маска', 'тонна', 'заказывать', 'марля', 'антисептика', 'одежда', 'шить', 'штука', 'перчатка', 'впаривать', 'одноразовый', 'персонал', 'купить', 'прибор', 'дезинфекция', 'предмет', 'туалетный', 'аптека', 'банкомат', 'фильтр', 'дезинфицирующий', 'сертификация', 'очки', 'обслуживать', 'бесплатно', 'набор', 'мыло', 'самолет', 'индивидуальный', 'мед']",17,Protective means
17,"['интернет', 'читать', 'онлайн', 'оренбуржье', 'флудилка', 'канал', 'гай', 'новость', 'подробно', 'пермский', 'обучение', 'серега', 'музей', 'фильм', 'ежедневный', 'газета', 'сайт', 'музыка', 'ссылка', 'сервис', 'ролик', 'театр', 'происшествие', 'концерт', 'саргон', 'кино', 'клуб', 'задание', 'сериал', 'видео', 'бесплатный', 'news', 'школа', 'подписываться', 'общество', 'нажимать', 'слепой', 'жилет', 'богдан', 'образовательный', 'риэлтор', 'самоизоляция', 'курсы', 'музыкант', 'барчук', 'шлезингер', 'бухгалтерия', 'иркутск', 'контур', 'футболист']","['материал', 'нажимать', 'доклад', 'подписываться', 'russia', 'просмотр', 'опубликовывать', 'мема', 'видео', 'сообщение', 'bloomberg', 'памятка', 'блог', 'вконтакте', 'эдуард', 'опрос', 'york', 'запись', 'роман', 'канал', 'тег', 'издание', 'апр', 'разбор', 'читать', 'чат', 'сводка', 'медиа', 'версия', 'тема', 'популярный', 'интересный', 'stampa', 'произведение', 'реклама', 'портал', 'твиттер', 'дневник', 'клип', 'инфографика', 'конфиденциальность', 'сайт', 'стих', 'прочитывать', 'репост', 'сериал', 'ссылка', 'сеть', 'текст', 'почитать', 'лента', 'post', 'выпуск', 'контент', 'источник', 'по-русски', 'интернет', 'автор', 'книга', 'картинка', 'подписчик', 'челлендж', 'волновой', 'coronavirus', 'отчет', 'твитов', 'тв', 'информация', 'видеоролик', 'лайк', 'психология', 'публикация', 'написать', 'векторный', 'список', 'times', 'статья', 'обзор', 'pro', 'свежий', 'актуальный', 'nature', 'петиция', 'издательство', 'газета', 'сюжет', 'пост', 'la', 'писать', 'ролик', 'новинка', 'ходос', 'инстаграм', 'открытый', 'фейк', 'журнал', 'комментарий', 'раздел', 'вскрываться', 'новость', 'значок', 'серия', 'манифест', 'фото']",16,Information sources
18,"['чеснок', 'масло', 'имбирь', 'йенсен', 'карточка', 'лимон', 'гречка', 'крупа', 'коронка', 'кг', 'кот', 'чай', 'игра', 'сука', 'глаз', 'капуста', 'оттуда', 'вышка', 'машинка', 'мурочка', 'зуб', 'диван', 'мясо', 'старый', 'меркурий', 'пол', 'пиво', 'выпивать', 'плов', 'бывать', 'лук', 'чарли', 'цветок', 'звук', 'бабка', 'голова', 'ботинок', 'нога', 'муха', 'черный', 'чума', 'чуть-чуть', 'шея', 'колпак', 'красный', 'гуриев', 'имя', 'флирт', 'скука', 'предатель']","['коса', 'нос', 'коробка', 'дерево', 'диван', 'спать', 'часы', 'чеснок', 'нарисовать', 'имбирь', 'лопата', 'лук', 'пиво', 'перекись', 'кроссовок', 'краска', 'масло', 'пылесос', 'пить', 'колпак', 'мужской', 'рот', 'корниус', 'запах', 'шея', 'чистый', 'стена', 'крупа', 'нога', 'надпись', 'сломать', 'влезать', 'стул', 'ботинок', 'помойка', 'милый', 'биомасса', 'роза', 'ухо', 'пыль', 'вино', 'комната', 'наслаждаться', 'стиральный', 'пол', 'блядь', 'серый', 'кусок', 'мурочка', 'плов', 'приготавливать', 'мясо', 'минута', 'гречка', 'волос', 'мяч', 'цветок', 'спина', 'выпивать', 'постельный', 'зуб', 'перегородка', 'йенсен', 'прикол', 'смешать', 'гавно', 'упражнение', 'звук', 'лимон', 'капуста', 'шарик', 'горло', 'вода', 'сухой', 'валя', 'муха', 'кг', 'броня', 'педаль', 'приятный', 'скука', 'кофе', 'серега', 'данталион', 'белье', 'цвет', 'одеваться', 'сон', 'соль', 'отопление', 'жилет', 'солнце', 'стол', 'мина', 'чай', 'ужин', 'желтый', 'кот', 'машинка', 'стирка']",1,Household problems on Lockdown
19,"['китай', 'сша', 'американский', 'китайский', 'трамп', 'воз', 'лаборатория', 'гейтс', 'американец', 'ухань', 'штат', 'америка', 'пандемия', 'вирус', 'китаец', 'билл', 'кнр', 'мир', 'пекин', 'всемирный', 'версия', 'обвинять', 'вакцина', 'дональд', 'год', 'заявлять', 'международный', 'расследование', 'глобальный', 'происхождение', 'вашингтон', 'издание', 'организация', 'мировой', 'сми', 'биологический', 'президент', 'источник', 'кампания', 'здравоохранение', 'дезинформация', 'монтанье', 'уханьский', 'fox', 'covid', 'сенатор', 'информация', 'times', 'спид', 'оон']","['элита', 'илларионов', 'критика', 'преступный', 'михалков', 'партия', 'российский', 'скандал', 'конспирология', 'порошенко', 'кургинян', 'итальянский', 'бунт', 'теория', 'американский', 'путинский', 'либеральный', 'очередной', 'авторитарный', 'канцлер', 'идея', 'аваков', 'избранный', 'противостояние', 'шведский', 'кс', 'прорыв', 'недовольство', 'вашингтон', 'путин', 'критиковать', 'политик', 'причастный', 'народный', 'всемирный', 'мнение', 'бла', 'демократ', 'демократия', 'обвинять', 'чиновник', 'союзник', 'эрдоган', 'слово', 'билл', 'конспиролог', 'сорос', 'истерия', 'лукашенко', 'разоблачать', 'отставка', 'михалкова', 'меркель', 'кремль', 'бесогон', 'лидер', 'пекин', 'некомпетентный', 'американец', 'сми', 'олигарх', 'событие', 'кандидат', 'воз', 'выступление', 'чипирование', 'халатность', 'информационный', 'сенатор', 'заговор', 'разговор', 'гейтс', 'дезинформация', 'украинский', 'белорусский', 'политика', 'коррупция', 'белый', 'коломойский', 'кремлевский', 'кампания', 'выборы', 'влиятельный', 'либерал', 'батька', 'утверждение', 'трамп', 'заявление', 'дональд', 'повод', 'пропаганда', 'санкция', 'послание', 'слуга', 'афера', 'зеленский', 'президент', 'расследование', 'ругать', 'популизм', 'сообщество', 'греф', 'нация', 'политический']",19,"Politics, Conspirology"
20,"['фильм', 'april', 'концерт', 'книга', 'песня', 'канал', 'энергия', 'земля', 'музей', 'уткин', 'музыка', 'ролик', 'мертвый', 'онлайн', 'юмор', 'журнал', 'энергетический', 'любовь', 'звезда', 'василий', 'космос', 'театр', 'космический', 'инстаграм', 'программа', 'твиттер', 'кашпировский', 'артист', 'подписываться', 'сюжет', 'юрий', 'новый', 'планета', 'сеанс', 'яндекс', 'бык', 'музыкант', 'надпись', 'текст', 'музыкальный', 'фестиваль', 'слепой', 'бабушкин', 'лучшедомо', 'великий', 'серебряный', 'произведение', 'векторный', 'художник', 'тема']","['земля', 'религия', 'дракон', 'иждивенец', 'мертвый', 'сволочь', 'черный', 'побеждать', 'советский', 'горбачев', 'режиссер', 'бес', 'добрый', 'любить', 'вселенная', 'чушь', 'звезда', 'тварь', 'нападывать', 'бог', 'херня', 'аборт', 'герой', 'майдан', 'король', 'цивилизация', 'печенег', 'бык', 'поминать', 'анекдот', 'мошиах', 'эра', 'анархист', 'пророчество', 'поганый', 'хабад', 'сущность', 'исторический', 'цирк', 'космос', 'слепец', 'кашпировский', 'вспомнить', 'голос', 'вера', 'стыдно', 'душа', 'существо', 'апокалипсис', 'знак', 'половец', 'ленинград', 'крутой', 'бункер', 'свет', 'стоик', 'град', 'война', 'холера', 'враг', 'социализм', 'ох', 'вор', 'светлый', 'обнулиться', 'предатель', 'спутник', 'рождаться', 'недостойный', 'ад', 'прекрасный', 'век', 'победитель', 'история', 'юмор', 'кубинец', 'голландец', 'ковидиот', 'раб', 'саранча', 'фильм', 'концлагерь', 'каста', 'оскорбление', 'персонаж', 'человечество', 'зло', 'великий', 'барин', 'бессильный', 'темный', 'запашный', 'токо', 'флаг', 'язык', 'эпоха', 'песня', 'плакат', 'художник', 'дегенерат', 'ныне', 'всадник', 'хоррор', 'трусливый', 'интеллигенция', 'чудо', 'еврей', 'древний', 'меркурий', 'любовь', 'зверь', 'обыденность', 'ссср', 'чума', 'плодить', 'уважение', 'жанр', 'товарищ', 'слеза', 'русский', 'клоун', 'тунберг', 'быдло', 'настя', 'маразм', 'рай', 'революция']",12,World Past & Future
21,"['пропуск', 'москва', 'цифровой', 'метро', 'собянин', 'транспорт', 'код', 'город', 'поездка', 'мэр', 'москвич', 'режим', 'номер', 'электронный', 'московский', 'столица', 'подробно', 'проверка', 'проверять', 'самоизоляция', 'qr', 'станция', 'интернет', 'получать', 'водитель', 'карта', 'флудилка', 'пропускной', 'вход', 'очередь', 'передвижение', 'пробка', 'такси', 'въезд', 'полиция', 'оренбуржье', 'гай', 'житель', 'столичный', 'новость', 'мэрия', 'данные', 'апрель', 'система', 'сбербанк', 'стройка', 'происшествие', 'дом', 'смс', 'госуслуга']","['код', 'бухгалтерия', 'компьютер', 'оформлять', 'личный', 'сотовый', 'платный', 'интерактивный', 'жалоба', 'мошенник', 'отслеживание', 'сбор', 'смс', 'карта', 'камера', 'телефон', 'контур', 'промокод', 'присылать', 'пользователь', 'аннулировать', 'оформление', 'qr', 'кнопка', 'проверять', 'доступ', 'спецпропуск', 'бесплатный', 'цифровой', 'горячий', 'яндекс', 'мессенджер', 'просьба', 'паспорт', 'удаленный', 'ощадбанк', 'viber', 'мэрия', 'замечание', 'пропуск', 'получение', 'карточка', 'номер', 'звонок', 'сервис', 'выдавать', 'мобильный', 'госуслуга', 'ку', 'приложение', 'whatsapp', 'чип', 'документ', 'iherb', 'электронный', 'адрес', 'обладатель', 'паспортный']",24,"Digital passes, credit cards"
22,"['психолог', 'насилие', 'будущее', 'песня', 'видео', 'онлайн', 'поделиться', 'вектор', 'канал', 'музыка', 'самоизоляция', 'витолльный', 'ссылка', 'виртуальный', 'домашний', 'друг', 'елена', 'терентьева', 'помогать', 'комментарий', 'обучение', 'пожаловаться', 'интернет', 'русский', 'родитель', 'текст', 'подписываться', 'компьютер', 'помощь', 'семья', 'работа', 'слепой', 'зритель', 'апр', 'обладатель', 'время', 'коучинг', 'психология', 'ребенок', 'здоровьевприоритет', 'эстония', 'ивахно', 'вебки', 'психосоматика', 'здоровье', 'оставайтесьдома', 'находить', 'жизнь', 'оставаться', 'лучшедомо']","['материал', 'нажимать', 'доклад', 'подписываться', 'russia', 'просмотр', 'опубликовывать', 'мема', 'видео', 'сообщение', 'bloomberg', 'памятка', 'блог', 'вконтакте', 'эдуард', 'опрос', 'york', 'запись', 'роман', 'канал', 'тег', 'издание', 'апр', 'разбор', 'читать', 'чат', 'сводка', 'медиа', 'версия', 'тема', 'популярный', 'интересный', 'stampa', 'произведение', 'реклама', 'портал', 'твиттер', 'дневник', 'клип', 'инфографика', 'конфиденциальность', 'сайт', 'стих', 'прочитывать', 'репост', 'сериал', 'ссылка', 'сеть', 'текст', 'почитать', 'лента', 'post', 'выпуск', 'контент', 'источник', 'по-русски', 'интернет', 'автор', 'книга', 'картинка', 'подписчик', 'челлендж', 'волновой', 'coronavirus', 'отчет', 'твитов', 'тв', 'информация', 'видеоролик', 'лайк', 'психология', 'публикация', 'написать', 'векторный', 'список', 'times', 'статья', 'обзор', 'pro', 'свежий', 'актуальный', 'nature', 'петиция', 'издательство', 'газета', 'сюжет', 'пост', 'la', 'писать', 'ролик', 'новинка', 'ходос', 'инстаграм', 'открытый', 'фейк', 'журнал', 'комментарий', 'раздел', 'вскрываться', 'новость', 'значок', 'серия', 'манифест', 'фото']",16,Information sources
23,"['саранча', 'оренбуржье', 'советский', 'фильм', 'гай', 'век', 'книга', 'солнце', 'земля', 'зверь', 'интеллигенция', 'памятник', 'спутник', 'дерево', 'растение', 'слепец', 'ave', 'постельный', 'прадо', 'белье', 'роман', 'запах', 'космический', 'coronavirus', 'стих', 'королевский', 'апокалипсис', 'пылесос', 'герой', 'лес', 'сюжет', 'астрахань', 'броня', 'оренбург', 'ленинград', 'троллейбус', 'человеческий', 'язык', 'дракон', 'краска', 'планета', 'гайский', 'немецко', 'биомасса', 'рэп', 'современный', 'история', 'вырубка', 'принцесса', 'год']","['земля', 'религия', 'дракон', 'иждивенец', 'мертвый', 'сволочь', 'черный', 'побеждать', 'советский', 'горбачев', 'режиссер', 'бес', 'добрый', 'любить', 'вселенная', 'чушь', 'звезда', 'тварь', 'нападывать', 'бог', 'херня', 'аборт', 'герой', 'майдан', 'король', 'цивилизация', 'печенег', 'бык', 'поминать', 'анекдот', 'мошиах', 'эра', 'анархист', 'пророчество', 'поганый', 'хабад', 'сущность', 'исторический', 'цирк', 'космос', 'слепец', 'кашпировский', 'вспомнить', 'голос', 'вера', 'стыдно', 'душа', 'существо', 'апокалипсис', 'знак', 'половец', 'ленинград', 'крутой', 'бункер', 'свет', 'стоик', 'град', 'война', 'холера', 'враг', 'социализм', 'ох', 'вор', 'светлый', 'обнулиться', 'предатель', 'спутник', 'рождаться', 'недостойный', 'ад', 'прекрасный', 'век', 'победитель', 'история', 'юмор', 'кубинец', 'голландец', 'ковидиот', 'раб', 'саранча', 'фильм', 'концлагерь', 'каста', 'оскорбление', 'персонаж', 'человечество', 'зло', 'великий', 'барин', 'бессильный', 'темный', 'запашный', 'токо', 'флаг', 'язык', 'эпоха', 'песня', 'плакат', 'художник', 'дегенерат', 'ныне', 'всадник', 'хоррор', 'трусливый', 'интеллигенция', 'чудо', 'еврей', 'древний', 'меркурий', 'любовь', 'зверь', 'обыденность', 'ссср', 'чума', 'плодить', 'уважение', 'жанр', 'товарищ', 'слеза', 'русский', 'клоун', 'тунберг', 'быдло', 'настя', 'маразм', 'рай', 'революция']",12,World Past & Future
