,all,cluster_tokens,cluster_No,Clu_name
28,"['помогать', 'рассказывать', 'читать', 'почему', 'вирус', 'здоровье', 'группа', 'информация', 'защищать', 'начинать', 'последствие', 'бороться', 'интернет', 'статья', 'вакцина', 'кризис', 'китайский', 'ученый', 'тема', 'эксперт', 'хороший', 'убивать', 'социальный', 'фейк', 'возможность', 'рынок', 'риск', 'создавать', 'нужно', 'пожилой', 'сеть', 'сразу', 'ситуация', 'сохранять', 'мнение', 'медицина', 'разрабатывать', 'тестирование', 'узнавать', 'дело', 'мочь', 'распространять', 'полезный', 'профессор', 'нынешний', 'мобильный', 'опыт', 'журнал', 'подымать', 'вариант']","['ключевой', 'пространство', 'здравоохранение', 'медицина', 'сигнал', 'человеческий', 'быстрый', 'очередь', 'необходимый', 'смена', 'часть', 'отношение', 'вид', 'единственно', 'готовый', 'путь', 'вопрос', 'высокий', 'взгляд', 'борьба', 'обстановка', 'превентивный', 'развитие', 'массовый', 'неэффективный', 'сложный', 'угроза', 'настоящий', 'медицинский', 'вывод', 'образ', 'помощь', 'нынешний', 'современный', 'шаг', 'недостаток', 'процесс', 'изменение', 'необходимо', 'побочный', 'появление', 'наличие', 'точка', 'условие', 'уровень', 'связь', 'искусственный', 'тщательный', 'опасный', 'ответ', 'способ', 'эпидемия', 'отсутствие', 'предотвращение', 'усилие', 'жизненный', 'масштабный', 'польза', 'социальный', 'здоровье', 'недостаточно', 'способный', 'факт', 'единственный', 'ошибка', 'безопасный', 'далее', 'отдельный', 'активность', 'должно', 'пример', 'спасение', 'ядерный', 'замедление', 'разный', 'огромный', 'реализация', 'практика', 'взаимный', 'достаточный', 'сторона', 'план', 'дополнительный', 'полностью', 'контакт', 'чисто', 'распространение', 'например', 'цель', 'следовать', 'проблема', 'системный', 'данный', 'форма', 'также', 'ситуация', 'место', 'причина', 'прямой', 'ответственный', 'серьезный', 'реальный', 'риск', 'решение', 'помогать', 'явление', 'применение', 'защита', 'критически', 'зрение', 'общество', 'эффективный', 'нуждаться', 'влияние', 'сохранение', 'полный', 'зависимость', 'должный', 'различный', 'последствие', 'уязвимый', 'важно', 'усиление', 'система', 'возможность', 'пандемия', 'необходимость', 'опыт', 'принцип', 'вызов', 'вред', 'будущее', 'правильный', 'постсоветский', 'существовать', 'сила', 'трудность', 'возможный', 'полезный', 'вариант', 'ряд', 'важный', 'эффективность']",0,COVID threat & fight
29,"['мочь', 'вирус', 'ребенок', 'делать', 'хотеть', 'говорить', 'знать', 'год', 'сделать', 'понимать', 'появляться', 'жить', 'почему', 'думать', 'решать', 'побеждать', 'вместе', 'происходить', 'давать', 'пойти', 'должный', 'останавливать', 'писать', 'иммунитет', 'интересно', 'помогать', 'убивать', 'забывать', 'грипп', 'сказать', 'посмотреть', 'спасать', 'проблема', 'назад', 'гулять', 'стоить', 'подумать', 'земля', 'старый', 'верить', 'нормальный', 'придумывать', 'знакомый', 'кот', 'воздух', 'оставлять', 'спать']","['исчезать', 'наблюдать', 'обычный', 'делать', 'выживать', 'желать', 'быстро', 'решать', 'научаться', 'лично', 'сказать', 'интересно', 'далеко', 'момент', 'выглядеть', 'правильно', 'бывать', 'надеяться', 'страх', 'серьезно', 'заставлять', 'видеть', 'невозможно', 'доходить', 'идти', 'пропадать', 'давно', 'завтра', 'думать', 'ждать', 'вообще', 'понимать', 'шутка', 'точно', 'поэтому', 'придумывать', 'рано', 'понятно', 'внезапно', 'близкий', 'вещь', 'гробить', 'где-то', 'просто', 'сразу', 'недовольный', 'ясно', 'подумать', 'простой', 'сегодня', 'сколько', 'итог', 'стоять', 'забывать', 'фигня', 'тупой', 'виноватый', 'привычный', 'начинать', 'тревога', 'смочь', 'голодный', 'ощущение', 'значить', 'происходить', 'сожаление', 'умный', 'чувствовать', 'пора', 'подходить', 'переживать', 'похоже', 'бояться', 'смысл', 'снова', 'реальность', 'убивать', 'уставать', 'нормальный', 'хороший', 'приходиться', 'наоборот', 'черт', 'чуть-чуть', 'окончательно', 'паника', 'глаз', 'скоро', 'смешной', 'уверенный', 'сначала', 'россиянин', 'рука', 'че', 'вовремя', 'абсолютно', 'стоить', 'беда', 'куча', 'ошибаться', 'очень', 'кстати', 'нужно', 'маленький', 'опасно', 'настроение', 'поменять', 'голод', 'продолжать', 'нужный', 'белорус', 'сильно', 'время', 'пытаться', 'пиздец', 'дело', 'редко', 'возможно', 'хозяин', 'паниковать', 'откуда', 'главное', 'смотреть', 'зараза', 'страшно', 'хотеть', 'везде', 'плюс', 'плохо', 'получаться', 'посмотреть', 'голова', 'верить', 'удаваться', 'плохой', 'страшный', 'прежний', 'долго', 'насколько', 'говорить', 'жопа', 'осознавать', 'блять', 'итальянец', 'корона', 'заложник', 'хотеться', 'давать', 'сука', 'целый', 'становиться', 'увидеть', 'ум', 'значит', 'логика', 'назад', 'слушать', 'часто', 'природа', 'держаться', 'мочь', 'пойти', 'постепенно', 'мало', 'правда', 'настолько', 'замечать', 'планета', 'почему', 'знать', 'народ', 'жизнь', 'китаец', 'казаться', 'мир', 'короче', 'равный', 'гораздо', 'действительно', 'немного', 'особенно', 'параллельный', 'надоедать']",9,"Sensations: fear, panic, etc."
30,"['маска', 'работа', 'работать', 'медицинский', 'магазин', 'вопрос', 'рынок', 'защищать', 'продукт', 'сотрудник', 'рука', 'защитный', 'дезинфекция', 'врач', 'работник', 'производство', 'волонтер', 'рабочий', 'цена', 'товар', 'дистанция', 'носить', 'необходимость', 'лицо', 'обеспечивать', 'костюм', 'раздавать', 'правильно', 'рекомендовать', 'передавать', 'материал', 'компания', 'простой', 'также', 'надевать', 'метр', 'дом', 'набор', 'переходить', 'место', 'группа', 'сад', 'одежда', 'безопасный', 'мыть', 'многоразовый', 'отдавать']","['продавец', 'доставка', 'трехслойный', 'защитный', 'питание', 'многоразовый', 'продавать', 'спортмастер', 'оборудование', 'раствор', 'раздавать', 'респиратор', 'дезинфицировать', 'медоборудование', 'средство', 'продажа', 'сизый', 'мытье', 'бумага', 'закупка', 'комбинезон', 'операционный', 'обрабатывать', 'покупатель', 'костюм', 'раздача', 'производитель', 'груз', 'салфетка', 'покупать', 'санитайзер', 'аппарат', 'антисептик', 'закупать', 'еда', 'прозрачный', 'спирт', 'экспресс', 'товар', 'заказ', 'продуктовый', 'техника', 'продукт', 'маска', 'тонна', 'заказывать', 'марля', 'антисептика', 'одежда', 'шить', 'штука', 'перчатка', 'впаривать', 'одноразовый', 'персонал', 'купить', 'прибор', 'дезинфекция', 'предмет', 'туалетный', 'аптека', 'банкомат', 'фильтр', 'дезинфицирующий', 'сертификация', 'очки', 'обслуживать', 'бесплатно', 'набор', 'мыло', 'самолет', 'индивидуальный', 'мед']",17,Protective means
31,"['путин', 'борьба', 'президент', 'владимир', 'средство', 'здравоохранение', 'создавать', 'ивл', 'ситуация', 'заявлять', 'министр', 'аппарат', 'регион', 'рф', 'медик', 'защита', 'парад', 'совещание', 'поручать', 'победа', 'отправлять', 'рассматривать', 'резерв', 'михаил', 'министерство', 'сказать', 'перенести', 'заседание', 'вовремя', 'преступный', 'обстановка', 'эпидемиологический', 'проводить', 'развитие', 'доделывать', 'халатность', 'проблемный', 'сложный', 'горбачев', 'состояться', 'фонд', 'формат', 'сожаление', 'подготовка', 'ключевой', 'союзник', 'ведомство', 'больница']","['элита', 'илларионов', 'критика', 'преступный', 'михалков', 'партия', 'российский', 'скандал', 'конспирология', 'порошенко', 'кургинян', 'итальянский', 'бунт', 'теория', 'американский', 'путинский', 'либеральный', 'очередной', 'авторитарный', 'канцлер', 'идея', 'аваков', 'избранный', 'противостояние', 'шведский', 'кс', 'прорыв', 'недовольство', 'вашингтон', 'путин', 'критиковать', 'политик', 'причастный', 'народный', 'всемирный', 'мнение', 'бла', 'демократ', 'демократия', 'обвинять', 'чиновник', 'союзник', 'эрдоган', 'слово', 'билл', 'конспиролог', 'сорос', 'истерия', 'лукашенко', 'разоблачать', 'отставка', 'михалкова', 'меркель', 'кремль', 'бесогон', 'лидер', 'пекин', 'некомпетентный', 'американец', 'сми', 'олигарх', 'событие', 'кандидат', 'воз', 'выступление', 'чипирование', 'халатность', 'информационный', 'сенатор', 'заговор', 'разговор', 'гейтс', 'дезинформация', 'украинский', 'белорусский', 'политика', 'коррупция', 'белый', 'коломойский', 'кремлевский', 'кампания', 'выборы', 'влиятельный', 'либерал', 'батька', 'утверждение', 'трамп', 'заявление', 'дональд', 'повод', 'пропаганда', 'санкция', 'послание', 'слуга', 'афера', 'зеленский', 'президент', 'расследование', 'ругать', 'популизм', 'сообщество', 'греф', 'нация', 'политический']",19,"Politics, Conspirology"
32,"['карантин', 'самоизоляция', 'день', 'режим', 'неделя', 'улица', 'выходить', 'дом', 'проходить', 'май', 'дело', 'первый', 'продлять', 'заболеваемость', 'месяц', 'пик', 'второй', 'место', 'петербург', 'начинать', 'соблюдать', 'правило', 'изоляция', 'сегодня', 'город', 'нарушение', 'вернуться', 'скоро', 'утро', 'заниматься', 'нужно', 'житель', 'конец', 'заканчиваться', 'нарушать', 'вообще', 'нарушитель', 'рекомендация', 'напоминать', 'впервые', 'лето', 'разрешать', 'парк', 'время', 'чп', 'петербуржец', 'добавлять', 'немного', 'индекс', 'повышенный']","['перечень', 'карантин', 'поправка', 'гражданин', 'силовик', 'домашний', 'положение', 'житель', 'чп', 'распоряжение', 'общественный', 'фсин', 'комендантский', 'митинг', 'указ', 'вывоз', 'кабмин', 'полиция', 'ношение', 'запрет', 'контроль', 'карательный', 'закон', 'обязанность', 'карантинный', 'полицейский', 'информирование', 'скопление', 'конституционный', 'суд', 'свобода', 'лишение', 'требовать', 'пункт', 'добровольный', 'территория', 'москвич', 'штраф', 'дистанция', 'роспотребнадзор', 'соблюдение', 'обращение', 'правонарушение', 'протест', 'всеобщий', 'право', 'собянин', 'введение', 'выезд', 'ограничение', 'уголовный', 'мероприятие', 'передвижение', 'заключенный', 'лицо', 'инструкция', 'федерация', 'мэр', 'запрещать', 'рекомендация', 'въезд', 'соответствие', 'конституция', 'ограничительный', 'жесткий', 'предосторожность', 'штрафовать', 'ответственность', 'исполнение', 'призыв', 'подчиняться', 'требование', 'нарушение', 'отказ', 'нарушитель', 'эпидемиологический', 'постановление', 'правительство', 'блокировка', 'регион', 'правило', 'административный', 'самоизоляция', 'проверка', 'масочный', 'вводиться', 'резидент', 'безответственно', 'наказывать', 'пропускной', 'рф', 'потребовать', 'носить', 'горожанин', 'рекомендовать', 'ограничивать', 'вводить', 'санитарный', 'мера', 'разрешать', 'коап', 'подписывать', 'преступление', 'насилие', 'нарушать', 'изоляция', 'режим', 'дистанцирование', 'обязывать', 'норма', 'повышенный', 'власть', 'безопасность', 'обязательный', 'призывать', 'посещение', 'губернатор', 'чрезвычайный', 'соблюдать', 'кодекс', 'временный', 'порядок']",5,Measures & Law
33,"['страна', 'сша', 'пандемия', 'власть', 'китай', 'эпидемия', 'воз', 'глава', 'трамп', 'китайский', 'рассказывать', 'кризис', 'фото', 'вызывать', 'смертность', 'борьба', 'оказываться', 'ограничение', 'помогать', 'высокий', 'вакцина', 'эксперт', 'предупреждать', 'германия', 'европа', 'франция', 'срок', 'цель', 'сми', 'народ', 'кнр', 'показывать', 'считать', 'интервью', 'разрабатывать', 'возможный', 'япония', 'российский', 'штат', 'обвинять', 'оон', 'коллега', 'призывать', 'лидер', 'заявлять', 'готовиться', 'приводить', 'виноватый', 'нынешний', 'дональд']","['европа', 'франция', 'британия', 'таджикистан', 'кндр', 'канада', 'иран', 'провинция', 'эстония', 'королевство', 'сербия', 'ирландия', 'беларусь', 'кубинский', 'украинец', 'испания', 'южный', 'колумбия', 'ес', 'прибывать', 'швеция', 'сирия', 'саудовский', 'австрия', 'республика', 'европейский', 'нидерланды', 'куба', 'турция', 'монголия', 'латинский', 'заробитчанин', 'рубеж', 'грузия', 'страна', 'северный', 'словакия', 'азербайджан', 'азия', 'север', 'китай', 'великобритания', 'лондон', 'латвия', 'кипр', 'германия', 'нато', 'индийский', 'африка', 'авианосец', 'япония', 'корея', 'куб', 'донбасс', 'белоруссия', 'италия', 'украина', 'узбекистан', 'остров', 'финляндия', 'бразилия', 'чехия', 'иностранец', 'кейс', 'бельгия', 'америка', 'кнр', 'россия', 'родина', 'граница', 'армения', 'штат', 'сша', 'индия', 'аравия', 'польша', 'рим']",2,Countries
34,"['москва', 'пропуск', 'московский', 'метро', 'вводить', 'полиция', 'закрывать', 'столица', 'город', 'цифровой', 'подмосковье', 'общественный', 'проверять', 'система', 'очередь', 'пропускной', 'въезд', 'проверка', 'москвич', 'выход', 'запрещать', 'мэр', 'грузия', 'транспорт', 'собянин', 'контроль', 'пункт', 'полицейский', 'дорога', 'прием', 'сегодняшний', 'передвижение', 'пробка', 'электронный', 'автомобиль', 'вход', 'водитель', 'задерживать', 'станция', 'начинать', 'скопление', 'спецпропуск', 'получение', 'пускать', 'где-то', 'толпа', 'житель', 'ездить', 'выезд', 'работать']","['перечень', 'карантин', 'поправка', 'гражданин', 'силовик', 'домашний', 'положение', 'житель', 'чп', 'распоряжение', 'общественный', 'фсин', 'комендантский', 'митинг', 'указ', 'вывоз', 'кабмин', 'полиция', 'ношение', 'запрет', 'контроль', 'карательный', 'закон', 'обязанность', 'карантинный', 'полицейский', 'информирование', 'скопление', 'конституционный', 'суд', 'свобода', 'лишение', 'требовать', 'пункт', 'добровольный', 'территория', 'москвич', 'штраф', 'дистанция', 'роспотребнадзор', 'соблюдение', 'обращение', 'правонарушение', 'протест', 'всеобщий', 'право', 'собянин', 'введение', 'выезд', 'ограничение', 'уголовный', 'мероприятие', 'передвижение', 'заключенный', 'лицо', 'инструкция', 'федерация', 'мэр', 'запрещать', 'рекомендация', 'въезд', 'соответствие', 'конституция', 'ограничительный', 'жесткий', 'предосторожность', 'штрафовать', 'ответственность', 'исполнение', 'призыв', 'подчиняться', 'требование', 'нарушение', 'отказ', 'нарушитель', 'эпидемиологический', 'постановление', 'правительство', 'блокировка', 'регион', 'правило', 'административный', 'самоизоляция', 'проверка', 'масочный', 'вводиться', 'резидент', 'безответственно', 'наказывать', 'пропускной', 'рф', 'потребовать', 'носить', 'горожанин', 'рекомендовать', 'ограничивать', 'вводить', 'санитарный', 'мера', 'разрешать', 'коап', 'подписывать', 'преступление', 'насилие', 'нарушать', 'изоляция', 'режим', 'дистанцирование', 'обязывать', 'норма', 'повышенный', 'власть', 'безопасность', 'обязательный', 'призывать', 'посещение', 'губернатор', 'чрезвычайный', 'соблюдать', 'кодекс', 'временный', 'порядок']",5,Measures & Law
35,"['оставаться', 'дома', 'пасха', 'сидеть', 'друг', 'храм', 'праздник', 'церковь', 'здоровье', 'близкие', 'идти', 'жизнь', 'пасхальный', 'беречь', 'лавра', 'элита', 'призывать', 'внимание', 'кулич', 'надеяться', 'здоровый', 'посещение', 'православный', 'украинец', 'несмотря', 'огонь', 'встречать', 'богослужение', 'светлый', 'прихожанин', 'участие', 'бог', 'верующий', 'воскресение', 'кадыров', 'рпц', 'открытый', 'семья', 'служба', 'благодатный', 'родной', 'спасение', 'священник', 'общение', 'поп', 'прежний', 'желать', 'обращать']","['привет', 'доделывать', 'водитель', 'попросить', 'посещать', 'отправлять', 'родитель', 'дома', 'сходить', 'мальчик', 'заходить', 'отдыхать', 'старый', 'летний', 'приезжать', 'приказывать', 'семья', 'позвонить', 'таксист', 'поехать', 'ребенок', 'пускать', 'ходить', 'сжигать', 'ребята', 'ночь', 'изнасиловать', 'бабка', 'собираться', 'вечер', 'пожаловаться', 'отец', 'коллега', 'знакомый', 'спасибо', 'сын', 'трудиться', 'оставлять', 'вместе', 'отправляться', 'отпускать', 'узнавать', 'квартира', 'женщина', 'дорогой', 'муж', 'жена', 'близкие', 'возвращаться', 'позаботиться', 'ехать', 'прийти', 'благодарить', 'дочь', 'общение', 'инвалид', 'сестра', 'выходить', 'петербуржец', 'надевать', 'забирать', 'прилетать', 'гулять', 'ветеран', 'родной', 'мать', 'самоизолироваться', 'мент', 'сидеть', 'записывать', 'ездить', 'проживать', 'родственник', 'мыть', 'друг', 'гость', 'волонтер', 'приходить', 'встречать', 'трогать', 'рад', 'повезти', 'парень', 'звонить', 'одинокий', 'жить', 'беречь', 'просить', 'дождаться', 'папа', 'спрашивать', 'дом', 'звать', 'полицай', 'работать', 'сдавать', 'уходить', 'младший', 'утро', 'девушка', 'советовать', 'посоветовать', 'побывать', 'пенсионер', 'домой', 'мама', 'таджик', 'вернуться']",4,Socialization
36,"['время', 'становиться', 'хороший', 'слово', 'актуальный', 'реальный', 'эпидемия', 'адам', 'настолько', 'переживать', 'ждать', 'юрист', 'лондон', 'сторона', 'добрый', 'сан', 'наоборот', 'любить', 'человечество', 'сезон', 'профессия', 'ферма', 'короноситуация', 'бойынш', 'сподвигнуть', 'возможно', 'птицевод', 'коронавирустать', 'шаг', 'сильно', 'облысында', 'начинаться', 'хотеться', 'известный', 'ударять', 'исполнять', 'мема', 'труп', 'окончательно', 'менить', 'болда', 'юмор', 'еврей', 'пыль', 'ад']","['исчезать', 'наблюдать', 'обычный', 'делать', 'выживать', 'желать', 'быстро', 'решать', 'научаться', 'лично', 'сказать', 'интересно', 'далеко', 'момент', 'выглядеть', 'правильно', 'бывать', 'надеяться', 'страх', 'серьезно', 'заставлять', 'видеть', 'невозможно', 'доходить', 'идти', 'пропадать', 'давно', 'завтра', 'думать', 'ждать', 'вообще', 'понимать', 'шутка', 'точно', 'поэтому', 'придумывать', 'рано', 'понятно', 'внезапно', 'близкий', 'вещь', 'гробить', 'где-то', 'просто', 'сразу', 'недовольный', 'ясно', 'подумать', 'простой', 'сегодня', 'сколько', 'итог', 'стоять', 'забывать', 'фигня', 'тупой', 'виноватый', 'привычный', 'начинать', 'тревога', 'смочь', 'голодный', 'ощущение', 'значить', 'происходить', 'сожаление', 'умный', 'чувствовать', 'пора', 'подходить', 'переживать', 'похоже', 'бояться', 'смысл', 'снова', 'реальность', 'убивать', 'уставать', 'нормальный', 'хороший', 'приходиться', 'наоборот', 'черт', 'чуть-чуть', 'окончательно', 'паника', 'глаз', 'скоро', 'смешной', 'уверенный', 'сначала', 'россиянин', 'рука', 'че', 'вовремя', 'абсолютно', 'стоить', 'беда', 'куча', 'ошибаться', 'очень', 'кстати', 'нужно', 'маленький', 'опасно', 'настроение', 'поменять', 'голод', 'продолжать', 'нужный', 'белорус', 'сильно', 'время', 'пытаться', 'пиздец', 'дело', 'редко', 'возможно', 'хозяин', 'паниковать', 'откуда', 'главное', 'смотреть', 'зараза', 'страшно', 'хотеть', 'везде', 'плюс', 'плохо', 'получаться', 'посмотреть', 'голова', 'верить', 'удаваться', 'плохой', 'страшный', 'прежний', 'долго', 'насколько', 'говорить', 'жопа', 'осознавать', 'блять', 'итальянец', 'корона', 'заложник', 'хотеться', 'давать', 'сука', 'целый', 'становиться', 'увидеть', 'ум', 'значит', 'логика', 'назад', 'слушать', 'часто', 'природа', 'держаться', 'мочь', 'пойти', 'постепенно', 'мало', 'правда', 'настолько', 'замечать', 'планета', 'почему', 'знать', 'народ', 'жизнь', 'китаец', 'казаться', 'мир', 'короче', 'равный', 'гораздо', 'действительно', 'немного', 'особенно', 'параллельный', 'надоедать']",9,"Sensations: fear, panic, etc."
37,"['лаборатория', 'информация', 'российский', 'ученый', 'минута', 'мировой', 'жизнь', 'вирусолог', 'комментарий', 'отвечать', 'правда', 'ухань', 'ведущий', 'пропадать', 'наука', 'французский', 'течение', 'сотрудница', 'экономика', 'крах', 'институт', 'news', 'почему', 'вскрываться', 'журнал', 'происхождение', 'провожать', 'выяснять', 'зачищать', 'нулевой', 'fox', 'научный', 'распространять', 'академик', 'летучий', 'мышь', 'интернет', 'градус', 'тысяча', 'вирусология', 'современный', 'читать']","['лекарство', 'вакцина', 'исследование', 'подтверждение', 'происхождение', 'диагностика', 'монтанье', 'мефлохин', 'изучать', 'инвитро', 'эпидемиология', 'дростный', 'образец', 'лаборатория', 'гидроксихлорохин', 'доктор', 'чарльз', 'оспа', 'известный', 'спид', 'университет', 'вакцинация', 'китайский', 'наука', 'разрабатывать', 'джон', 'вектор', 'изобретение', 'бактериологический', 'эксперт', 'эксперимент', 'испытание', 'ведущий', 'институт', 'уханьский', 'биотехнологический', 'хантавирус', 'калетер', 'оружие', 'ученый', 'moderna', 'исследователь', 'биологический', 'препарат', 'ремдесивир', 'профилактика', 'французский', 'ухань', 'технология', 'прививка', 'инфекционист', 'доклинический', 'научный', 'гусиный', 'профессор', 'хуйнуть', 'фаучивать', 'вирусолог', 'разработка', 'специалист', 'вирусология', 'атипичный']",18,Vaccine Research
38,"['канал', 'купить', 'просмотр', 'абонемент', 'магазин', 'пожизненный', 'адрес', 'стоять', 'книжный', 'аптека', 'товар', 'оформлять', 'приложение', 'заказ', 'кадыров', 'также', 'ряд', 'просьба', 'маршал', 'закрытый', 'располагаться', 'красный', 'цена', 'площадь', 'adidas', 'продуктовый', 'охотный', 'рыбалко', 'налысый', 'побриться', 'мужской', 'клип', 'торговый', 'салон', 'челлендж', 'мессенджер', 'подписываться', 'ветлужский', 'rolling', 'кроссовок', 'записывать', 'лопата', 'подходить', 'сатановский', 'ум', 'viber', 'зарабатывать']","['материал', 'нажимать', 'доклад', 'подписываться', 'russia', 'просмотр', 'опубликовывать', 'мема', 'видео', 'сообщение', 'bloomberg', 'памятка', 'блог', 'вконтакте', 'эдуард', 'опрос', 'york', 'запись', 'роман', 'канал', 'тег', 'издание', 'апр', 'разбор', 'читать', 'чат', 'сводка', 'медиа', 'версия', 'тема', 'популярный', 'интересный', 'stampa', 'произведение', 'реклама', 'портал', 'твиттер', 'дневник', 'клип', 'инфографика', 'конфиденциальность', 'сайт', 'стих', 'прочитывать', 'репост', 'сериал', 'ссылка', 'сеть', 'текст', 'почитать', 'лента', 'post', 'выпуск', 'контент', 'источник', 'по-русски', 'интернет', 'автор', 'книга', 'картинка', 'подписчик', 'челлендж', 'волновой', 'coronavirus', 'отчет', 'твитов', 'тв', 'информация', 'видеоролик', 'лайк', 'психология', 'публикация', 'написать', 'векторный', 'список', 'times', 'статья', 'обзор', 'pro', 'свежий', 'актуальный', 'nature', 'петиция', 'издательство', 'газета', 'сюжет', 'пост', 'la', 'писать', 'ролик', 'новинка', 'ходос', 'инстаграм', 'открытый', 'фейк', 'журнал', 'комментарий', 'раздел', 'вскрываться', 'новость', 'значок', 'серия', 'манифест', 'фото']",16,Information sources
39,"['власть', 'деньги', 'адам', 'давать', 'предлагать', 'коронавирустать', 'государство', 'раздача', 'навальный', 'социализм', 'стыдно', 'бюджет', 'популизм', 'критиковать', 'ругать', 'сидеть', 'согласный', 'шея', 'конституция', 'приводить', 'кампания', 'просить', 'призыв', 'паразит', 'иждивенец', 'плодить', 'сан', 'оценка', 'текст', 'публикация', 'опрос', 'переводить', 'пропаганда', 'илья', 'оп', 'медперсонал', 'оскорбление', 'гавно', 'российский']","['невыплата', 'оплата', 'обслуживание', 'клиент', 'малый', 'отпуск', 'тенге', 'сбербанк', 'авиакомпания', 'предприятие', 'арендный', 'работник', 'взыскание', 'отсрочка', 'оплачивать', 'абонемент', 'зарабатывать', 'налог', 'ставка', 'кредитный', 'размер', 'кредит', 'увольнять', 'аренда', 'тариф', 'руб', 'зарплата', 'заработный', 'бизнесмен', 'выручка', 'работодатель', 'безработный', 'услуга', 'потратить', 'жидомор', 'каникулы', 'пожизненный', 'бюджетный', 'жкх', 'заплатить', 'пособие', 'предложение', 'платить', 'надбавка', 'мигрант', 'льгота', 'жилье', 'нерабочий', 'выплата', 'платеж', 'реновация', 'труд', 'частный', 'субсидия', 'доплата', 'работа', 'расход', 'риэлтор', 'временно', 'деньги', 'предлагать', 'поддержка', 'банк', 'рабочий', 'арендодатель', 'рубль', 'евро', 'гривна', 'плата', 'выплачивать', 'рассчитывать', 'предприниматель', 'дивиденд', 'арендатор', 'доход', 'бюджет', 'обещать', 'налоговый', 'владелец']",21,Financial aid & Credit offers
40,"['вирус', 'ученый', 'мочь', 'вакцина', 'показывать', 'воз', 'становиться', 'симптом', 'рынок', 'исследование', 'тест', 'животное', 'волна', 'результат', 'домашний', 'разрабатывать', 'эксперт', 'создавать', 'испытание', 'риск', 'оон', 'обнаруживать', 'китайский', 'российский', 'пневмония', 'человечество', 'первый', 'путь', 'вызывать', 'иммунитет', 'лаборатория', 'течение', 'ухань', 'организм', 'институт', 'кровь', 'легкий', 'вирусный', 'передаваться', 'природа', 'тестировать', 'эффективный', 'потеря', 'распространяться', 'cov', 'контакт', 'перечень', 'вскрытие', 'бессимптомный', 'covid']","['лекарство', 'вакцина', 'исследование', 'подтверждение', 'происхождение', 'диагностика', 'монтанье', 'мефлохин', 'изучать', 'инвитро', 'эпидемиология', 'дростный', 'образец', 'лаборатория', 'гидроксихлорохин', 'доктор', 'чарльз', 'оспа', 'известный', 'спид', 'университет', 'вакцинация', 'китайский', 'наука', 'разрабатывать', 'джон', 'вектор', 'изобретение', 'бактериологический', 'эксперт', 'эксперимент', 'испытание', 'ведущий', 'институт', 'уханьский', 'биотехнологический', 'хантавирус', 'калетер', 'оружие', 'ученый', 'moderna', 'исследователь', 'биологический', 'препарат', 'ремдесивир', 'профилактика', 'французский', 'ухань', 'технология', 'прививка', 'инфекционист', 'доклинический', 'научный', 'гусиный', 'профессор', 'хуйнуть', 'фаучивать', 'вирусолог', 'разработка', 'специалист', 'вирусология', 'атипичный']",18,Vaccine Research
